SEGGER J-Link V9.18 - Real time terminal output
SEGGER J-Link ARM Pro V12.0, SN=601012478
Process: JLinkGDBServerCL.exe
W (26019) cellular: ec800m process status=10
W (26024) cellular: ec800m process status=10
W (26029) cellular: ec800m process status=10
W (26034) cellular: ec800m process status=10
W (26039) cellular: ec800m process status=10
W (26044) cellular: ec800m process status=10
W (26049) cellular: ec800m process status=10
W (26054) cellular: ec800m process status=10
W (26059) cellular: ec800m process status=10
W (26064) cellular: ec800m process status=10
W (26069) cellular: ec800m process status=10
W (26074) cellular: ec800m process status=10
W (26079) cellular: ec800m process status=10
W (26084) cellular: ec800m process status=10
W (26089) cellular: ec800m process status=10
W (26094) cellular: ec800m process status=10
W (26099) cellular: ec800m process status=10
W (26104) cellular: ec800m process status=10
W (26109) cellular: ec800m process status=10
W (26114) cellular: ec800m process status=10
W (26119) cellular: ec800m process status=10
W (26124) cellular: ec800m process status=10
W (26129) cellular: ec800m process status=10
W (26134) cellular: ec800m process status=10
W (26139) cellular: ec800m process status=10
W (26144) cellular: ec800m process status=10
W (26149) cellular: ec800m process status=10
W (26154) cellular: ec800m process status=10
W (26159) cellular: ec800m process status=10
W (26164) cellular: ec800m process status=10
W (26169) cellular: ec800m process status=10
W (26174) cellular: ec800m process status=10
W (26179) cellular: ec800m process status=10
W (26184) cellular: ec800m process status=10
W (26189) cellular: ec800m process status=10
W (26194) cellular: ec800m process status=10
W (26199) cellular: ec800m process status=10
W (26204) cellular: ec800m process status=10
W (26209) cellular: ec800m process status=10
W (26214) cellular: ec800m process status=10
W (26219) cellular: ec800m process status=10
W (26224) cellular: ec800m process status=10
W (26229) cellular: ec800m process status=10
W (26234) cellular: ec800m process status=10
W (26239) cellular: ec800m process status=10
W (26244) cellular: ec800m process status=10
W (26249) cellular: ec800m process status=10
W (26254) cellular: ec800m process status=10
W (26259) cellular: ec800m process status=10
W (26264) cellular: ec800m process status=10
W (26269) cellular: ec800m process status=10
W (26274) cellular: ec800m process status=10
W (26279) cellular: ec800m process status=10
W (26284) cellular: ec800m process status=10
W (26289) cellular: ec800m process status=10
W (26294) cellular: ec800m process status=10
W (26299) cellular: ec800m process status=10
W (26304) cellular: ec800m process status=10
W (26309) cellular: ec800m process status=10
W (26314) cellular: ec800m process status=10
W (26319) cellular: ec800m process status=10
W (26324) cellular: ec800m process status=10
W (26329) cellular: ec800m process status=10
W (26334) cellular: ec800m process status=10
W (26339) cellular: ec800m process status=10
W (26344) cellular: ec800m process status=10
W (26349) cellular: ec800m process status=10
W (26354) cellular: ec800m process status=10
W (26359) cellular: ec800m process status=10
W (26364) cellular: ec800m process status=10
W (26369) cellular: ec800m process status=10
W (26374) cellular: ec800m process status=10
W (26379) cellular: ec800m process status=10
W (26384) cellular: ec800m process status=10
W (26389) cellular: ec800m process status=10
W (26394) cellular: ec800m process status=10
W (26399) cellular: ec800m process status=10
W (26404) cellular: ec800m process status=10
W (26409) cellular: ec800m process status=10
W (26414) cellular: ec800m process status=10
W (26419) cellular: ec800m process status=10
W (26424) cellular: ec800m process status=10
W (26429) cellular: ec800m process status=10
W (26434) cellular: ec800m process status=10
W (26439) cellular: ec800m process status=10
W (26444) cellular: ec800m process status=10
W (26449) cellular: ec800m process status=10
W (26454) cellular: ec800m process status=10
W (26459) cellular: ec800m process status=10
W (26464) cellular: ec800m process status=10
W (26469) cellular: ec800m process status=10
W (26474) cellular: ec800m process status=10
W (26479) cellular: ec800m process status=10
W (26484) cellular: ec800m process status=10
W (26489) cellular: ec800m process status=10
W (26494) cellular: ec800m process status=10
W (26499) cellular: ec800m process status=10
W (26504) cellular: ec800m process status=10
W (26509) cellular: ec800m process status=10
W (26514) cellular: ec800m process status=10
W (26519) cellular: ec800m process status=10
W (26524) cellular: ec800m process status=10
W (26529) cellular: ec800m process status=10
W (26534) cellular: ec800m process status=10
W (26539) cellular: ec800m process status=10
W (26544) cellular: ec800m process status=10
W (26549) cellular: ec800m process status=10
W (26554) cellular: ec800m process status=10
W (26559) cellular: ec800m process status=10
W (26564) cellular: ec800m process status=10
W (26569) cellular: ec800m process status=10
W (26574) cellular: ec800m process status=10
W (26579) cellular: ec800m process status=10
W (26584) cellular: ec800m process status=10
W (26589) cellular: ec800m process status=10
W (26594) cellular: ec800m process status=10
W (26599) cellular: ec800m process status=10
W (26604) cellular: ec800m process status=10
W (26609) cellular: ec800m process status=10
W (26614) cellular: ec800m process status=10
W (26619) cellular: ec800m process status=10
W (26624) cellular: ec800m process status=10
W (26629) cellular: ec800m process status=10
W (26634) cellular: ec800m process status=10
W (26639) cellular: ec800m process status=10
W (26644) cellular: ec800m process status=10
W (26649) cellular: ec800m process status=10
W (26654) cellular: ec800m process status=10
W (26659) cellular: ec800m process status=10
W (26664) cellular: ec800m process status=10
W (26669) cellular: ec800m process status=10
W (26674) cellular: ec800m process status=10
W (26679) cellular: ec800m process status=10
W (26684) cellular: ec800m process status=10
W (26689) cellular: ec800m process status=10
W (26694) cellular: ec800m process status=10
W (26699) cellular: ec800m process status=10
W (26704) cellular: ec800m process status=10
W (26709) cellular: ec800m process status=10
W (26714) cellular: ec800m process status=10
W (26719) cellular: ec800m process status=10
W (26724) cellular: ec800m process status=10
W (26729) cellular: ec800m process status=10
W (26734) cellular: ec800m process status=10
W (26739) cellular: ec800m process status=10
W (26744) cellular: ec800m process status=10
W (26749) cellular: ec800m process status=10
W (26754) cellular: ec800m process status=10
W (26759) cellular: ec800m process status=10
W (26764) cellular: ec800m process status=10
W (26769) cellular: ec800m process status=10
W (26774) cellular: ec800m process status=10
W (26779) cellular: ec800m process status=10
W (26784) cellular: ec800m process status=10
W (26789) cellular: ec800m process status=10
W (26794) cellular: ec800m process status=10
W (26799) cellular: ec800m process status=10
W (26804) cellular: ec800m process status=10
W (26809) cellular: ec800m process status=10
W (26814) cellular: ec800m process status=10
W (26819) cellular: ec800m process status=10
W (26824) cellular: ec800m process status=10
W (26829) cellular: ec800m process status=10
W (26834) cellular: ec800m process status=10
W (26839) cellular: ec800m process status=10
W (26844) cellular: ec800m process status=10
W (26849) cellular: ec800m process status=10
W (26854) cellular: ec800m process status=10
W (26859) cellular: ec800m process status=10
W (26864) cellular: ec800m process status=10
W (26869) cellular: ec800m process status=10
W (26874) cellular: ec800m process status=10
W (26879) cellular: ec800m process status=10
W (26884) cellular: ec800m process status=10
W (26889) cellular: ec800m process status=10
W (26894) cellular: ec800m process status=10
W (26899) cellular: ec800m process status=10
W (26904) cellular: ec800m process status=10
W (26909) cellular: ec800m process status=10
W (26914) cellular: ec800m process status=10
W (26919) cellular: ec800m process status=10
W (26924) cellular: ec800m process status=10
W (26929) cellular: ec800m process status=10
W (26934) cellular: ec800m process status=10
W (26939) cellular: ec800m process status=10
W (26944) cellular: ec800m process status=10
W (26949) cellular: ec800m process status=10
W (26954) cellular: ec800m process status=10
W (26959) cellular: ec800m process status=10
W (26964) cellular: ec800m process status=10
W (26969) cellular: ec800m process status=10
W (26974) cellular: ec800m process status=10
W (26979) cellular: ec800m process status=10
W (26984) cellular: ec800m process status=10
W (26989) cellular: ec800m process status=10
W (26994) cellular: ec800m process status=10
W (26999) cellular: ec800m process status=10
W (27004) cellular: ec800m process status=10
W (27009) cellular: ec800m process status=10
W (27014) cellular: ec800m process status=10
W (27019) cellular: ec800m process status=10
W (27024) cellular: ec800m process status=10
W (27029) cellular: ec800m process status=10
W (27034) cellular: ec800m process status=10
W (27039) cellular: ec800m process status=10
W (27044) cellular: ec800m process status=10
W (27049) cellular: ec800m process status=10
W (27054) cellular: ec800m process status=10
W (27059) cellular: ec800m process status=10
W (27064) cellular: ec800m process status=10
W (27069) cellular: ec800m process status=10
W (27074) cellular: ec800m process status=10
W (27079) cellular: ec800m process status=10
W (27084) cellular: ec800m process status=10
W (27089) cellular: ec800m process status=10
W (27094) cellular: ec800m process status=10
W (27099) cellular: ec800m process status=10
W (27104) cellular: ec800m process status=10
W (27109) cellular: ec800m process status=10
W (27114) cellular: ec800m process status=10
W (27119) cellular: ec800m process status=10
W (27124) cellular: ec800m process status=10
W (27129) cellular: ec800m process status=10
W (27134) cellular: ec800m process status=10
W (27139) cellular: ec800m process status=10
W (27144) cellular: ec800m process status=10
W (27149) cellular: ec800m process status=10
W (27154) cellular: ec800m process status=10
W (27159) cellular: ec800m process status=10
W (27164) cellular: ec800m process status=10
W (27169) cellular: ec800m process status=10
W (27174) cellular: ec800m process status=10
W (27179) cellular: ec800m process status=10
W (27184) cellular: ec800m process status=10
W (27189) cellular: ec800m process status=10
W (27194) cellular: ec800m process status=10
W (27199) cellular: ec800m process status=10
W (27204) cellular: ec800m process status=10
W (27209) cellular: ec800m process status=10
W (27214) cellular: ec800m process status=10
W (27219) cellular: ec800m process status=10
W (27224) cellular: ec800m process status=10
W (27229) cellular: ec800m process status=10
W (27234) cellular: ec800m process status=10
W (27239) cellular: ec800m process status=10
W (27244) cellular: ec800m process status=10
W (27249) cellular: ec800m process status=10
W (27254) cellular: ec800m process status=10
W (27259) cellular: ec800m process status=10
W (27264) cellular: ec800m process status=10
W (27269) cellular: ec800m process status=10
W (27274) cellular: ec800m process status=10
W (27279) cellular: ec800m process status=10
W (27284) cellular: ec800m process status=10
W (27289) cellular: ec800m process status=10
W (27294) cellular: ec800m process status=10
W (27299) cellular: ec800m process status=10
W (27304) cellular: ec800m process status=10
W (27309) cellular: ec800m process status=10
W (27314) cellular: ec800m process status=10
W (27319) cellular: ec800m process status=10
W (27324) cellular: ec800m process status=10
W (27329) cellular: ec800m process status=10
W (27334) cellular: ec800m process status=10
W (27339) cellular: ec800m process status=10
W (27344) cellular: ec800m process status=10
W (27349) cellular: ec800m process status=10
W (27354) cellular: ec800m process status=10
W (27359) cellular: ec800m process status=10
W (27364) cellular: ec800m process status=10
W (27369) cellular: ec800m process status=10
W (27374) cellular: ec800m process status=10
W (27379) cellular: ec800m process status=10
W (27384) cellular: ec800m process status=10
W (27389) cellular: ec800m process status=10
W (27394) cellular: ec800m process status=10
W (27399) cellular: ec800m process status=10
W (27404) cellular: ec800m process status=10
W (27409) cellular: ec800m process status=10
W (27414) cellular: ec800m process status=10
W (27419) cellular: ec800m process status=10
W (27424) cellular: ec800m process status=10
W (27429) cellular: ec800m process status=10
W (27434) cellular: ec800m process status=10
W (27439) cellular: ec800m process status=10
W (27444) cellular: ec800m process status=10
W (27449) cellular: ec800m process status=10
W (27454) cellular: ec800m process status=10
W (27459) cellular: ec800m process status=10
W (27464) cellular: ec800m process status=10
W (27469) cellular: ec800m process status=10
W (27474) cellular: ec800m process status=10
W (27479) cellular: ec800m process status=10
W (27484) cellular: ec800m process status=10
W (27489) cellular: ec800m process status=10
W (27494) cellular: ec800m process status=10
W (27499) cellular: ec800m process status=10
W (27504) cellular: ec800m process status=10
W (27509) cellular: ec800m process status=10
W (27514) cellular: ec800m process status=10
W (27519) cellular: ec800m process status=10
W (27524) cellular: ec800m process status=10
W (27529) cellular: ec800m process status=10
W (27534) cellular: ec800m process status=10
W (27539) cellular: ec800m process status=10
W (27544) cellular: ec800m process status=10
W (27549) cellular: ec800m process status=10
W (27554) cellular: ec800m process status=10
W (27559) cellular: ec800m process status=10
W (27564) cellular: ec800m process status=10
W (27569) cellular: ec800m process status=10
W (27574) cellular: ec800m process status=10
W (27579) cellular: ec800m process status=10
W (27584) cellular: ec800m process status=10
W (27589) cellular: ec800m process status=10
W (27594) cellular: ec800m process status=10
W (27599) cellular: ec800m process status=10
W (27604) cellular: ec800m process status=10
W (27609) cellular: ec800m process status=10
W (27614) cellular: ec800m process status=10
W (27619) cellular: ec800m process status=10
W (27624) cellular: ec800m process status=10
W (27629) cellular: ec800m process status=10
W (27634) cellular: ec800m process status=10
W (27639) cellular: ec800m process status=10
W (27644) cellular: ec800m process status=10
W (27649) cellular: ec800m process status=10
W (27654) cellular: ec800m process status=10
W (27659) cellular: ec800m process status=10
W (27664) cellular: ec800m process status=10
W (27669) cellular: ec800m process status=10
W (27674) cellular: ec800m process status=10
W (27679) cellular: ec800m process status=10
W (27684) cellular: ec800m process status=10
W (27689) cellular: ec800m process status=10
W (27694) cellular: ec800m process status=10
W (27699) cellular: ec800m process status=10
W (27704) cellular: ec800m process status=10
W (27709) cellular: ec800m process status=10
W (27714) cellular: ec800m process status=10
W (27719) cellular: ec800m process status=10
W (27724) cellular: ec800m process status=10
W (27729) cellular: ec800m process status=10
W (27734) cellular: ec800m process status=10
W (27739) cellular: ec800m process status=10
W (27744) cellular: ec800m process status=10
W (27749) cellular: ec800m process status=10
W (27754) cellular: ec800m process status=10
W (27759) cellular: ec800m process status=10
W (27764) cellular: ec800m process status=10
W (27769) cellular: ec800m process status=10
W (27774) cellular: ec800m process status=10
W (27779) cellular: ec800m process status=10
W (27784) cellular: ec800m process status=10
W (27789) cellular: ec800m process status=10
W (27794) cellular: ec800m process status=10
W (27799) cellular: ec800m process status=10
W (27804) cellular: ec800m process status=10
W (27809) cellular: ec800m process status=10
W (27814) cellular: ec800m process status=10
W (27819) cellular: ec800m process status=10
W (27824) cellular: ec800m process status=10
W (27829) cellular: ec800m process status=10
W (27834) cellular: ec800m process status=10
W (27839) cellular: ec800m process status=10
W (27844) cellular: ec800m process status=10
W (27849) cellular: ec800m process status=10
W (27854) cellular: ec800m process status=10
W (27859) cellular: ec800m process status=10
W (27864) cellular: ec800m process status=10
W (27869) cellular: ec800m process status=10
W (27874) cellular: ec800m process status=10
W (27879) cellular: ec800m process status=10
W (27884) cellular: ec800m process status=10
W (27889) cellular: ec800m process status=10
W (27894) cellular: ec800m process status=10
W (27899) cellular: ec800m process status=10
W (27904) cellular: ec800m process status=10
W (27909) cellular: ec800m process status=10
W (27914) cellular: ec800m process status=10
W (27919) cellular: ec800m process status=10
W (27924) cellular: ec800m process status=10
W (27929) cellular: ec800m process status=10
W (27934) cellular: ec800m process status=10
W (27939) cellular: ec800m process status=10
W (27944) cellular: ec800m process status=10
W (27949) cellular: ec800m process status=10
W (27954) cellular: ec800m process status=10
W (27959) cellular: ec800m process status=10
W (27964) cellular: ec800m process status=10
W (27969) cellular: ec800m process status=10
W (27974) cellular: ec800m process status=10
W (27979) cellular: ec800m process status=10
W (27984) cellular: ec800m process status=10
W (27989) cellular: ec800m process status=10
W (27994) cellular: ec800m process status=10
W (27999) cellular: ec800m process status=10
W (28004) cellular: ec800m process status=10
W (28009) cellular: ec800m process status=10
W (28014) cellular: ec800m process status=10
W (28019) cellular: ec800m process status=10
W (28024) cellular: ec800m process status=10
W (28029) cellular: ec800m process status=10
W (28034) cellular: ec800m process status=10
W (28039) cellular: ec800m process status=10
W (28044) cellular: ec800m process status=10
W (28049) cellular: ec800m process status=10
W (28054) cellular: ec800m process status=10
W (28059) cellular: ec800m process status=10
W (28064) cellular: ec800m process status=10
W (28069) cellular: ec800m process status=10
W (28074) cellular: ec800m process status=10
W (28079) cellular: ec800m process status=10
W (28084) cellular: ec800m process status=10
W (28089) cellular: ec800m process status=10
W (28094) cellular: ec800m process status=10
W (28099) cellular: ec800m process status=10
W (28104) cellular: ec800m process status=10
W (28109) cellular: ec800m process status=10
W (28114) cellular: ec800m process status=10
W (28119) cellular: ec800m process status=10
W (28124) cellular: ec800m process status=10
W (28129) cellular: ec800m process status=10
W (28134) cellular: ec800m process status=10
W (28139) cellular: ec800m process status=10
W (28144) cellular: ec800m process status=10
W (28149) cellular: ec800m process status=10
W (28154) cellular: ec800m process status=10
W (28159) cellular: ec800m process status=10
W (28164) cellular: ec800m process status=10
W (28169) cellular: ec800m process status=10
W (28174) cellular: ec800m process status=10
W (28179) cellular: ec800m process status=10
W (28184) cellular: ec800m process status=10
W (28189) cellular: ec800m process status=10
W (28194) cellular: ec800m process status=10
W (28199) cellular: ec800m process status=10
W (28204) cellular: ec800m process status=10
W (28209) cellular: ec800m process status=10
W (28214) cellular: ec800m process status=10
W (28219) cellular: ec800m process status=10
W (28224) cellular: ec800m process status=10
W (28229) cellular: ec800m process status=10
W (28234) cellular: ec800m process status=10
W (28239) cellular: ec800m process status=10
W (28244) cellular: ec800m process status=10
W (28249) cellular: ec800m process status=10
W (28254) cellular: ec800m process status=10
W (28259) cellular: ec800m process status=10
W (28264) cellular: ec800m process status=10
W (28269) cellular: ec800m process status=10
W (28274) cellular: ec800m process status=10
W (28279) cellular: ec800m process status=10
W (28284) cellular: ec800m process status=10
W (28289) cellular: ec800m process status=10
W (28294) cellular: ec800m process status=10
W (28299) cellular: ec800m process status=10
W (28304) cellular: ec800m process status=10
W (28309) cellular: ec800m process status=10
W (28314) cellular: ec800m process status=10
W (28319) cellular: ec800m process status=10
W (28324) cellular: ec800m process status=10
W (28329) cellular: ec800m process status=10
W (28334) cellular: ec800m process status=10
W (28339) cellular: ec800m process status=10
W (28344) cellular: ec800m process status=10
W (28349) cellular: ec800m process status=10
W (28354) cellular: ec800m process status=10
W (28359) cellular: ec800m process status=10
W (28364) cellular: ec800m process status=10
W (28369) cellular: ec800m process status=10
W (28374) cellular: ec800m process status=10
W (28379) cellular: ec800m process status=10
W (28384) cellular: ec800m process status=10
W (28389) cellular: ec800m process status=10
W (28394) cellular: ec800m process status=10
W (28399) cellular: ec800m process status=10
W (28404) cellular: ec800m process status=10
W (28409) cellular: ec800m process status=10
W (28414) cellular: ec800m process status=10
W (28419) cellular: ec800m process status=10
W (28424) cellular: ec800m process status=10
W (28429) cellular: ec800m process status=10
W (28434) cellular: ec800m process status=10
W (28439) cellular: ec800m process status=10
W (28444) cellular: ec800m process status=10
W (28449) cellular: ec800m process status=10
W (28454) cellular: ec800m process status=10
W (28459) cellular: ec800m process status=10
W (28464) cellular: ec800m process status=10
W (28469) cellular: ec800m process status=10
W (28474) cellular: ec800m process status=10
W (28479) cellular: ec800m process status=10
W (28484) cellular: ec800m process status=10
W (28489) cellular: ec800m process status=10
W (28494) cellular: ec800m process status=10
W (28499) cellular: ec800m process status=10
W (28504) cellular: ec800m process status=10
W (28509) cellular: ec800m process status=10
W (28514) cellular: ec800m process status=10
W (28519) cellular: ec800m process status=10
W (28524) cellular: ec800m process status=10
W (28529) cellular: ec800m process status=10
W (28534) cellular: ec800m process status=10
W (28539) cellular: ec800m process status=10
W (28544) cellular: ec800m process status=10
W (28549) cellular: ec800m process status=10
W (28554) cellular: ec800m process status=10
W (28559) cellular: ec800m process status=10
W (28564) cellular: ec800m process status=10
W (28569) cellular: ec800m process status=10
W (28574) cellular: ec800m process status=10
W (28579) cellular: ec800m process status=10
W (28584) cellular: ec800m process status=10
W (28589) cellular: ec800m process status=10
W (28594) cellular: ec800m process status=10
W (28599) cellular: ec800m process status=10
W (28604) cellular: ec800m process status=10
W (28609) cellular: ec800m process status=10
W (28614) cellular: ec800m process status=10
W (28619) cellular: ec800m process status=10
W (28624) cellular: ec800m process status=10
W (28629) cellular: ec800m process status=10
W (28634) cellular: ec800m process status=10
W (28639) cellular: ec800m process status=10
W (28644) cellular: ec800m process status=10
W (28649) cellular: ec800m process status=10
W (28654) cellular: ec800m process status=10
W (28659) cellular: ec800m process status=10
W (28664) cellular: ec800m process status=10
W (28669) cellular: ec800m process status=10
W (28674) cellular: ec800m process status=10
W (28679) cellular: ec800m process status=10
W (28684) cellular: ec800m process status=10
W (28689) cellular: ec800m process status=10
W (28694) cellular: ec800m process status=10
W (28699) cellular: ec800m process status=10
W (28704) cellular: ec800m process status=10
W (28709) cellular: ec800m process status=10
W (28714) cellular: ec800m process status=10
W (28719) cellular: ec800m process status=10
W (28724) cellular: ec800m process status=10
W (28729) cellular: ec800m process status=10
W (28734) cellular: ec800m process status=10
W (28739) cellular: ec800m process status=10
W (28744) cellular: ec800m process status=10
W (28749) cellular: ec800m process status=10
W (28754) cellular: ec800m process status=10
W (28759) cellular: ec800m process status=10
W (28764) cellular: ec800m process status=10
W (28769) cellular: ec800m process status=10
W (28774) cellular: ec800m process status=10
W (28779) cellular: ec800m process status=10
W (28784) cellular: ec800m process status=10
W (28789) cellular: ec800m process status=10
W (28794) cellular: ec800m process status=10
W (28799) cellular: ec800m process status=10
W (28804) cellular: ec800m process status=10
W (28809) cellular: ec800m process status=10
W (28814) cellular: ec800m process status=10
W (28819) cellular: ec800m process status=10
W (28824) cellular: ec800m process status=10
W (28829) cellular: ec800m process status=10
W (28834) cellular: ec800m process status=10
W (28839) cellular: ec800m process status=10
W (28844) cellular: ec800m process status=10
W (28849) cellular: ec800m process status=10
W (28854) cellular: ec800m process status=10
W (28859) cellular: ec800m process status=10
W (28864) cellular: ec800m process status=10
W (28869) cellular: ec800m process status=10
W (28874) cellular: ec800m process status=10
W (28879) cellular: ec800m process status=10
W (28884) cellular: ec800m process status=10
W (28889) cellular: ec800m process status=10
W (28894) cellular: ec800m process status=10
W (28899) cellular: ec800m process status=10
W (28904) cellular: ec800m process status=10
W (28909) cellular: ec800m process status=10
W (28914) cellular: ec800m process status=10
W (28919) cellular: ec800m process status=10
W (28924) cellular: ec800m process status=10
W (28929) cellular: ec800m process status=10
W (28934) cellular: ec800m process status=10
W (28939) cellular: ec800m process status=10
W (28944) cellular: ec800m process status=10
W (28949) cellular: ec800m process status=10
W (28954) cellular: ec800m process status=10
W (28959) cellular: ec800m process status=10
W (28964) cellular: ec800m process status=10
W (28969) cellular: ec800m process status=10
W (28974) cellular: ec800m process status=10
W (28979) cellular: ec800m process status=10
W (28984) cellular: ec800m process status=10
W (28989) cellular: ec800m process status=10
W (28994) cellular: ec800m process status=10
W (28999) cellular: ec800m process status=10
W (29004) cellular: ec800m process status=10
W (29009) cellular: ec800m process status=10
W (29014) cellular: ec800m process status=10
W (29019) cellular: ec800m process status=10
W (29024) cellular: ec800m process status=10
W (29029) cellular: ec800m process status=10
W (29034) cellular: ec800m process status=10
W (29039) cellular: ec800m process status=10
W (29044) cellular: ec800m process status=10
W (29049) cellular: ec800m process status=10
W (29054) cellular: ec800m process status=10
W (29059) cellular: ec800m process status=10
W (29064) cellular: ec800m process status=10
W (29069) cellular: ec800m process status=10
W (29074) cellular: ec800m process status=10
W (29079) cellular: ec800m process status=10
W (29084) cellular: ec800m process status=10
W (29089) cellular: ec800m process status=10
W (29094) cellular: ec800m process status=10
W (29099) cellular: ec800m process status=10
W (29104) cellular: ec800m process status=10
W (29109) cellular: ec800m process status=10
W (29114) cellular: ec800m process status=10
W (29119) cellular: ec800m process status=10
W (29124) cellular: ec800m process status=10
W (29129) cellular: ec800m process status=10
W (29134) cellular: ec800m process status=10
W (29139) cellular: ec800m process status=10
W (29144) cellular: ec800m process status=10
W (29149) cellular: ec800m process status=10
W (29154) cellular: ec800m process status=10
W (29159) cellular: ec800m process status=10
W (29164) cellular: ec800m process status=10
W (29169) cellular: ec800m process status=10
W (29174) cellular: ec800m process status=10
W (29179) cellular: ec800m process status=10
W (29184) cellular: ec800m process status=10
W (29189) cellular: ec800m process status=10
W (29194) cellular: ec800m process status=10
W (29199) cellular: ec800m process status=10
W (29204) cellular: ec800m process status=10
W (29209) cellular: ec800m process status=10
W (29214) cellular: ec800m process status=10
W (29219) cellular: ec800m process status=10
W (29224) cellular: ec800m process status=10
W (29229) cellular: ec800m process status=10
W (29234) cellular: ec800m process status=10
W (29239) cellular: ec800m process status=10
W (29244) cellular: ec800m process status=10
W (29249) cellular: ec800m process status=10
W (29254) cellular: ec800m process status=10
W (29259) cellular: ec800m process status=10
W (29264) cellular: ec800m process status=10
W (29269) cellular: ec800m process status=10
W (29274) cellular: ec800m process status=10
W (29279) cellular: ec800m process status=10
W (29284) cellular: ec800m process status=10
W (29289) cellular: ec800m process status=10
W (29294) cellular: ec800m process status=10
W (29299) cellular: ec800m process status=10
W (29304) cellular: ec800m process status=10
W (29309) cellular: ec800m process status=10
W (29314) cellular: ec800m process status=10
W (29319) cellular: ec800m process status=10
W (29324) cellular: ec800m process status=10
W (29329) cellular: ec800m process status=10
W (29334) cellular: ec800m process status=10
W (29339) cellular: ec800m process status=10
W (29344) cellular: ec800m process status=10
W (29349) cellular: ec800m process status=10
W (29354) cellular: ec800m process status=10
W (29359) cellular: ec800m process status=10
W (29364) cellular: ec800m process status=10
W (29369) cellular: ec800m process status=10
W (29374) cellular: ec800m process status=10
W (29379) cellular: ec800m process status=10
W (29384) cellular: ec800m process status=10
W (29389) cellular: ec800m process status=10
W (29394) cellular: ec800m process status=10
W (29399) cellular: ec800m process status=10
W (29404) cellular: ec800m process status=10
W (29409) cellular: ec800m process status=10
W (29414) cellular: ec800m process status=10
W (29419) cellular: ec800m process status=10
W (29424) cellular: ec800m process status=10
W (29429) cellular: ec800m process status=10
W (29434) cellular: ec800m process status=10
W (29439) cellular: ec800m process status=10
W (29444) cellular: ec800m process status=10
W (29449) cellular: ec800m process status=10
W (29454) cellular: ec800m process status=10
W (29459) cellular: ec800m process status=10
W (29464) cellular: ec800m process status=10
W (29469) cellular: ec800m process status=10
W (29474) cellular: ec800m process status=10
W (29479) cellular: ec800m process status=10
W (29484) cellular: ec800m process status=10
W (29489) cellular: ec800m process status=10
W (29494) cellular: ec800m process status=10
W (29499) cellular: ec800m process status=10
W (29504) cellular: ec800m process status=10
W (29509) cellular: ec800m process status=10
W (29514) cellular: ec800m process status=10
W (29519) cellular: ec800m process status=10
W (29524) cellular: ec800m process status=10
W (29529) cellular: ec800m process status=10
W (29534) cellular: ec800m process status=10
W (29539) cellular: ec800m process status=10
W (29544) cellular: ec800m process status=10
W (29549) cellular: ec800m process status=10
W (29554) cellular: ec800m process status=10
W (29559) cellular: ec800m process status=10
W (29564) cellular: ec800m process status=10
W (29569) cellular: ec800m process status=10
W (29574) cellular: ec800m process status=10
W (29579) cellular: ec800m process status=10
W (29584) cellular: ec800m process status=10
W (29589) cellular: ec800m process status=10
W (29594) cellular: ec800m process status=10
W (29599) cellular: ec800m process status=10
W (29604) cellular: ec800m process status=10
W (29609) cellular: ec800m process status=10
W (29614) cellular: ec800m process status=10
W (29619) cellular: ec800m process status=10
W (29624) cellular: ec800m process status=10
W (29629) cellular: ec800m process status=10
W (29634) cellular: ec800m process status=10
W (29639) cellular: ec800m process status=10
W (29644) cellular: ec800m process status=10
W (29649) cellular: ec800m process status=10
W (29654) cellular: ec800m process status=10
W (29659) cellular: ec800m process status=10
W (29664) cellular: ec800m process status=10
W (29669) cellular: ec800m process status=10
W (29674) cellular: ec800m process status=10
W (29679) cellular: ec800m process status=10
W (29684) cellular: ec800m process status=10
W (29689) cellular: ec800m process status=10
W (29694) cellular: ec800m process status=10
W (29699) cellular: ec800m process status=10
W (29704) cellular: ec800m process status=10
W (29709) cellular: ec800m process status=10
W (29714) cellular: ec800m process status=10
W (29719) cellular: ec800m process status=10
W (29724) cellular: ec800m process status=10
W (29729) cellular: ec800m process status=10
W (29734) cellular: ec800m process status=10
W (29739) cellular: ec800m process status=10
W (29744) cellular: ec800m process status=10
W (29749) cellular: ec800m process status=10
W (29754) cellular: ec800m process status=10
W (29759) cellular: ec800m process status=10
W (29764) cellular: ec800m process status=10
W (29769) cellular: ec800m process status=10
W (29774) cellular: ec800m process status=10
W (29779) cellular: ec800m process status=10
W (29784) cellular: ec800m process status=10
W (29789) cellular: ec800m process status=10
W (29794) cellular: ec800m process status=10
W (29799) cellular: ec800m process status=10
W (29804) cellular: ec800m process status=10
W (29809) cellular: ec800m process status=10
W (29814) cellular: ec800m process status=10
W (29819) cellular: ec800m process status=10
W (29824) cellular: ec800m process status=10
W (29829) cellular: ec800m process status=10
W (29834) cellular: ec800m process status=10
W (29839) cellular: ec800m process status=10
W (29844) cellular: ec800m process status=10
W (29849) cellular: ec800m process status=10
W (29854) cellular: ec800m process status=10
W (29859) cellular: ec800m process status=10
W (29864) cellular: ec800m process status=10
W (29869) cellular: ec800m process status=10
W (29874) cellular: ec800m process status=10
W (29879) cellular: ec800m process status=10
W (29884) cellular: ec800m process status=10
