SEGGER J-Link V9.18 - Real time terminal output
SEGGER J-Link ARM Pro V12.0, SN=601012478
Process: JLinkGDBServerCL.exe
W (32719) cellular: ec800m process status=10
W (32724) cellular: ec800m process status=10
W (32729) cellular: ec800m process status=10
W (32734) cellular: ec800m process status=10
W (32739) cellular: ec800m process status=10
W (32744) cellular: ec800m process status=10
W (32749) cellular: ec800m process status=10
W (32754) cellular: ec800m process status=10
W (32759) cellular: ec800m process status=10
W (32764) cellular: ec800m process status=10
W (32769) cellular: ec800m process status=10
W (32774) cellular: ec800m process status=10
W (32779) cellular: ec800m process status=10
W (32784) cellular: ec800m process status=10
W (32789) cellular: ec800m process status=10
W (32794) cellular: ec800m process status=10
W (32799) cellular: ec800m process status=10
W (32804) cellular: ec800m process status=10
W (32809) cellular: ec800m process status=10
W (32814) cellular: ec800m process status=10
W (32819) cellular: ec800m process status=10
W (32824) cellular: ec800m process status=10
W (32829) cellular: ec800m process status=10
W (32834) cellular: ec800m process status=10
W (32839) cellular: ec800m process status=10
W (32844) cellular: ec800m process status=10
W (32849) cellular: ec800m process status=10
W (32854) cellular: ec800m process status=10
W (32859) cellular: ec800m process status=10
W (32864) cellular: ec800m process status=10
W (32869) cellular: ec800m process status=10
W (32874) cellular: ec800m process status=10
W (32879) cellular: ec800m process status=10
W (32884) cellular: ec800m process status=10
W (32889) cellular: ec800m process status=10
W (32894) cellular: ec800m process status=10
W (32899) cellular: ec800m process status=10
W (32904) cellular: ec800m process status=10
W (32909) cellular: ec800m process status=10
W (32914) cellular: ec800m process status=10
W (32919) cellular: ec800m process status=10
W (32924) cellular: ec800m process status=10
W (32929) cellular: ec800m process status=10
W (32934) cellular: ec800m process status=10
W (32939) cellular: ec800m process status=10
W (32944) cellular: ec800m process status=10
W (32949) cellular: ec800m process status=10
W (32954) cellular: ec800m process status=10
W (32959) cellular: ec800m process status=10
W (32964) cellular: ec800m process status=10
W (32969) cellular: ec800m process status=10
W (32974) cellular: ec800m process status=10
W (32979) cellular: ec800m process status=10
W (32984) cellular: ec800m process status=10
W (32989) cellular: ec800m process status=10
W (32994) cellular: ec800m process status=10
W (32999) cellular: ec800m process status=10
W (33004) cellular: ec800m process status=10
W (33009) cellular: ec800m process status=10
W (33014) cellular: ec800m process status=10
W (33019) cellular: ec800m process status=10
W (33024) cellular: ec800m process status=10
W (33029) cellular: ec800m process status=10
W (33034) cellular: ec800m process status=10
W (33039) cellular: ec800m process status=10
W (33044) cellular: ec800m process status=10
W (33049) cellular: ec800m process status=10
W (33054) cellular: ec800m process status=10
W (33059) cellular: ec800m process status=10
W (33064) cellular: ec800m process status=10
W (33069) cellular: ec800m process status=10
W (33074) cellular: ec800m process status=10
W (33079) cellular: ec800m process status=10
W (33084) cellular: ec800m process status=10
W (33089) cellular: ec800m process status=10
W (33094) cellular: ec800m process status=10
W (33099) cellular: ec800m process status=10
W (33104) cellular: ec800m process status=10
W (33109) cellular: ec800m process status=10
W (33114) cellular: ec800m process status=10
W (33119) cellular: ec800m process status=10
W (33124) cellular: ec800m process status=10
W (33129) cellular: ec800m process status=10
W (33134) cellular: ec800m process status=10
W (33139) cellular: ec800m process status=10
W (33144) cellular: ec800m process status=10
W (33149) cellular: ec800m process status=10
W (33154) cellular: ec800m process status=10
W (33159) cellular: ec800m process status=10
W (33164) cellular: ec800m process status=10
W (33169) cellular: ec800m process status=10
W (33174) cellular: ec800m process status=10
W (33179) cellular: ec800m process status=10
W (33184) cellular: ec800m process status=10
W (33189) cellular: ec800m process status=10
W (33194) cellular: ec800m process status=10
W (33199) cellular: ec800m process status=10
W (33204) cellular: ec800m process status=10
W (33209) cellular: ec800m process status=10
W (33214) cellular: ec800m process status=10
W (33219) cellular: ec800m process status=10
W (33224) cellular: ec800m process status=10
W (33229) cellular: ec800m process status=10
W (33234) cellular: ec800m process status=10
W (33239) cellular: ec800m process status=10
W (33244) cellular: ec800m process status=10
W (33249) cellular: ec800m process status=10
W (33254) cellular: ec800m process status=10
W (33259) cellular: ec800m process status=10
W (33264) cellular: ec800m process status=10
W (33269) cellular: ec800m process status=10
W (33274) cellular: ec800m process status=10
W (33279) cellular: ec800m process status=10
W (33284) cellular: ec800m process status=10
W (33289) cellular: ec800m process status=10
W (33294) cellular: ec800m process status=10
W (33299) cellular: ec800m process status=10
W (33304) cellular: ec800m process status=10
W (33309) cellular: ec800m process status=10
W (33314) cellular: ec800m process status=10
W (33319) cellular: ec800m process status=10
W (33324) cellular: ec800m process status=10
W (33329) cellular: ec800m process status=10
W (33334) cellular: ec800m process status=10
W (33339) cellular: ec800m process status=10
W (33344) cellular: ec800m process status=10
W (33349) cellular: ec800m process status=10
W (33354) cellular: ec800m process status=10
W (33359) cellular: ec800m process status=10
W (33364) cellular: ec800m process status=10
W (33369) cellular: ec800m process status=10
W (33374) cellular: ec800m process status=10
W (33379) cellular: ec800m process status=10
W (33384) cellular: ec800m process status=10
W (33389) cellular: ec800m process status=10
W (33394) cellular: ec800m process status=10
W (33399) cellular: ec800m process status=10
W (33404) cellular: ec800m process status=10
W (33409) cellular: ec800m process status=10
W (33414) cellular: ec800m process status=10
W (33419) cellular: ec800m process status=10
W (33424) cellular: ec800m process status=10
W (33429) cellular: ec800m process status=10
W (33434) cellular: ec800m process status=10
W (33439) cellular: ec800m process status=10
W (33444) cellular: ec800m process status=10
W (33449) cellular: ec800m process status=10
W (33454) cellular: ec800m process status=10
W (33459) cellular: ec800m process status=10
W (33464) cellular: ec800m process status=10
W (33469) cellular: ec800m process status=10
W (33474) cellular: ec800m process status=10
W (33479) cellular: ec800m process status=10
W (33484) cellular: ec800m process status=10
W (33489) cellular: ec800m process status=10
W (33494) cellular: ec800m process status=10
W (33499) cellular: ec800m process status=10
W (33504) cellular: ec800m process status=10
W (33509) cellular: ec800m process status=10
W (33514) cellular: ec800m process status=10
W (33519) cellular: ec800m process status=10
W (33524) cellular: ec800m process status=10
W (33529) cellular: ec800m process status=10
W (33534) cellular: ec800m process status=10
W (33539) cellular: ec800m process status=10
W (33544) cellular: ec800m process status=10
W (33549) cellular: ec800m process status=10
W (33554) cellular: ec800m process status=10
W (33559) cellular: ec800m process status=10
W (33564) cellular: ec800m process status=10
W (33569) cellular: ec800m process status=10
W (33574) cellular: ec800m process status=10
W (33579) cellular: ec800m process status=10
W (33584) cellular: ec800m process status=10
W (33589) cellular: ec800m process status=10
W (33594) cellular: ec800m process status=10
W (33599) cellular: ec800m process status=10
W (33604) cellular: ec800m process status=10
W (33609) cellular: ec800m process status=10
W (33614) cellular: ec800m process status=10
W (33619) cellular: ec800m process status=10
W (33624) cellular: ec800m process status=10
W (33629) cellular: ec800m process status=10
W (33634) cellular: ec800m process status=10
W (33639) cellular: ec800m process status=10
W (33644) cellular: ec800m process status=10
W (33649) cellular: ec800m process status=10
W (33654) cellular: ec800m process status=10
W (33659) cellular: ec800m process status=10
W (33664) cellular: ec800m process status=10
W (33669) cellular: ec800m process status=10
W (33674) cellular: ec800m process status=10
W (33679) cellular: ec800m process status=10
W (33684) cellular: ec800m process status=10
W (33689) cellular: ec800m process status=10
W (33694) cellular: ec800m process status=10
W (33699) cellular: ec800m process status=10
W (33704) cellular: ec800m process status=10
W (33709) cellular: ec800m process status=10
W (33714) cellular: ec800m process status=10
W (33719) cellular: ec800m process status=10
W (33724) cellular: ec800m process status=10
W (33729) cellular: ec800m process status=10
W (33734) cellular: ec800m process status=10
W (33739) cellular: ec800m process status=10
W (33744) cellular: ec800m process status=10
W (33749) cellular: ec800m process status=10
W (33754) cellular: ec800m process status=10
W (33759) cellular: ec800m process status=10
W (33764) cellular: ec800m process status=10
W (33769) cellular: ec800m process status=10
W (33774) cellular: ec800m process status=10
W (33779) cellular: ec800m process status=10
W (33784) cellular: ec800m process status=10
W (33789) cellular: ec800m process status=10
W (33794) cellular: ec800m process status=10
W (33799) cellular: ec800m process status=10
W (33804) cellular: ec800m process status=10
W (33809) cellular: ec800m process status=10
W (33814) cellular: ec800m process status=10
W (33819) cellular: ec800m process status=10
W (33824) cellular: ec800m process status=10
W (33829) cellular: ec800m process status=10
W (33834) cellular: ec800m process status=10
W (33839) cellular: ec800m process status=10
W (33844) cellular: ec800m process status=10
W (33849) cellular: ec800m process status=10
W (33854) cellular: ec800m process status=10
W (33859) cellular: ec800m process status=10
W (33864) cellular: ec800m process status=10
W (33869) cellular: ec800m process status=10
W (33874) cellular: ec800m process status=10
W (33879) cellular: ec800m process status=10
W (33884) cellular: ec800m process status=10
W (33889) cellular: ec800m process status=10
W (33894) cellular: ec800m process status=10
W (33899) cellular: ec800m process status=10
W (33904) cellular: ec800m process status=10
W (33909) cellular: ec800m process status=10
W (33914) cellular: ec800m process status=10
W (33919) cellular: ec800m process status=10
W (33924) cellular: ec800m process status=10
W (33929) cellular: ec800m process status=10
W (33934) cellular: ec800m process status=10
W (33939) cellular: ec800m process status=10
W (33944) cellular: ec800m process status=10
W (33949) cellular: ec800m process status=10
W (33954) cellular: ec800m process status=10
W (33959) cellular: ec800m process status=10
W (33964) cellular: ec800m process status=10
W (33969) cellular: ec800m process status=10
W (33974) cellular: ec800m process status=10
W (33979) cellular: ec800m process status=10
W (33984) cellular: ec800m process status=10
W (33989) cellular: ec800m process status=10
W (33994) cellular: ec800m process status=10
W (33999) cellular: ec800m process status=10
W (34004) cellular: ec800m process status=10
W (34009) cellular: ec800m process status=10
W (34014) cellular: ec800m process status=10
W (34019) cellular: ec800m process status=10
W (34024) cellular: ec800m process status=10
W (34029) cellular: ec800m process status=10
W (34034) cellular: ec800m process status=10
W (34039) cellular: ec800m process status=10
W (34044) cellular: ec800m process status=10
W (34049) cellular: ec800m process status=10
W (34054) cellular: ec800m process status=10
W (34059) cellular: ec800m process status=10
W (34064) cellular: ec800m process status=10
W (34069) cellular: ec800m process status=10
W (34074) cellular: ec800m process status=10
W (34079) cellular: ec800m process status=10
W (34084) cellular: ec800m process status=10
W (34089) cellular: ec800m process status=10
W (34094) cellular: ec800m process status=10
W (34099) cellular: ec800m process status=10
W (34104) cellular: ec800m process status=10
W (34109) cellular: ec800m process status=10
W (34114) cellular: ec800m process status=10
W (34119) cellular: ec800m process status=10
W (34124) cellular: ec800m process status=10
W (34129) cellular: ec800m process status=10
W (34134) cellular: ec800m process status=10
W (34139) cellular: ec800m process status=10
W (34144) cellular: ec800m process status=10
W (34149) cellular: ec800m process status=10
W (34154) cellular: ec800m process status=10
W (34159) cellular: ec800m process status=10
W (34164) cellular: ec800m process status=10
W (34169) cellular: ec800m process status=10
W (34174) cellular: ec800m process status=10
W (34179) cellular: ec800m process status=10
W (34184) cellular: ec800m process status=10
W (34189) cellular: ec800m process status=10
W (34194) cellular: ec800m process status=10
W (34199) cellular: ec800m process status=10
W (34204) cellular: ec800m process status=10
W (34209) cellular: ec800m process status=10
W (34214) cellular: ec800m process status=10
W (34219) cellular: ec800m process status=10
W (34224) cellular: ec800m process status=10
W (34229) cellular: ec800m process status=10
W (34234) cellular: ec800m process status=10
W (34239) cellular: ec800m process status=10
W (34244) cellular: ec800m process status=10
W (34249) cellular: ec800m process status=10
W (34254) cellular: ec800m process status=10
W (34259) cellular: ec800m process status=10
W (34264) cellular: ec800m process status=10
W (34269) cellular: ec800m process status=10
W (34274) cellular: ec800m process status=10
W (34279) cellular: ec800m process status=10
W (34284) cellular: ec800m process status=10
W (34289) cellular: ec800m process status=10
W (34294) cellular: ec800m process status=10
W (34299) cellular: ec800m process status=10
W (34304) cellular: ec800m process status=10
W (34309) cellular: ec800m process status=10
W (34314) cellular: ec800m process status=10
W (34319) cellular: ec800m process status=10
W (34324) cellular: ec800m process status=10
W (34329) cellular: ec800m process status=10
W (34334) cellular: ec800m process status=10
W (34339) cellular: ec800m process status=10
W (34344) cellular: ec800m process status=10
W (34349) cellular: ec800m process status=10
W (34354) cellular: ec800m process status=10
W (34359) cellular: ec800m process status=10
W (34364) cellular: ec800m process status=10
W (34369) cellular: ec800m process status=10
W (34374) cellular: ec800m process status=10
W (34379) cellular: ec800m process status=10
W (34384) cellular: ec800m process status=10
W (34389) cellular: ec800m process status=10
W (34394) cellular: ec800m process status=10
W (34399) cellular: ec800m process status=10
W (34404) cellular: ec800m process status=10
W (34409) cellular: ec800m process status=10
W (34414) cellular: ec800m process status=10
W (34419) cellular: ec800m process status=10
W (34424) cellular: ec800m process status=10
W (34429) cellular: ec800m process status=10
W (34434) cellular: ec800m process status=10
W (34439) cellular: ec800m process status=10
W (34444) cellular: ec800m process status=10
W (34449) cellular: ec800m process status=10
W (34454) cellular: ec800m process status=10
W (34459) cellular: ec800m process status=10
W (34464) cellular: ec800m process status=10
W (34469) cellular: ec800m process status=10
W (34474) cellular: ec800m process status=10
W (34479) cellular: ec800m process status=10
W (34484) cellular: ec800m process status=10
W (34489) cellular: ec800m process status=10
W (34494) cellular: ec800m process status=10
W (34499) cellular: ec800m process status=10
W (34504) cellular: ec800m process status=10
W (34509) cellular: ec800m process status=10
W (34514) cellular: ec800m process status=10
W (34519) cellular: ec800m process status=10
W (34524) cellular: ec800m process status=10
W (34529) cellular: ec800m process status=10
W (34534) cellular: ec800m process status=10
W (34539) cellular: ec800m process status=10
W (34544) cellular: ec800m process status=10
W (34549) cellular: ec800m process status=10
W (34554) cellular: ec800m process status=10
W (34559) cellular: ec800m process status=10
W (34564) cellular: ec800m process status=10
W (34569) cellular: ec800m process status=10
W (34574) cellular: ec800m process status=10
W (34579) cellular: ec800m process status=10
W (34584) cellular: ec800m process status=10
W (34589) cellular: ec800m process status=10
W (34594) cellular: ec800m process status=10
W (34599) cellular: ec800m process status=10
W (34604) cellular: ec800m process status=10
W (34609) cellular: ec800m process status=10
W (34614) cellular: ec800m process status=10
W (34619) cellular: ec800m process status=10
W (34624) cellular: ec800m process status=10
W (34629) cellular: ec800m process status=10
W (34634) cellular: ec800m process status=10
W (34639) cellular: ec800m process status=10
W (34644) cellular: ec800m process status=10
W (34649) cellular: ec800m process status=10
W (34654) cellular: ec800m process status=10
W (34659) cellular: ec800m process status=10
W (34664) cellular: ec800m process status=10
W (34669) cellular: ec800m process status=10
W (34674) cellular: ec800m process status=10
W (34679) cellular: ec800m process status=10
W (34684) cellular: ec800m process status=10
W (34689) cellular: ec800m process status=10
W (34694) cellular: ec800m process status=10
W (34699) cellular: ec800m process status=10
W (34704) cellular: ec800m process status=10
W (34709) cellular: ec800m process status=10
W (34714) cellular: ec800m process status=10
W (34719) cellular: ec800m process status=10
W (34724) cellular: ec800m process status=10
W (34729) cellular: ec800m process status=10
W (34734) cellular: ec800m process status=10
W (34739) cellular: ec800m process status=10
W (34744) cellular: ec800m process status=10
W (34749) cellular: ec800m process status=10
W (34754) cellular: ec800m process status=10
W (34759) cellular: ec800m process status=10
W (34764) cellular: ec800m process status=10
W (34769) cellular: ec800m process status=10
W (34774) cellular: ec800m process status=10
W (34779) cellular: ec800m process status=10
W (34784) cellular: ec800m process status=10
W (34789) cellular: ec800m process status=10
W (34794) cellular: ec800m process status=10
W (34799) cellular: ec800m process status=10
W (34804) cellular: ec800m process status=10
W (34809) cellular: ec800m process status=10
W (34814) cellular: ec800m process status=10
W (34819) cellular: ec800m process status=10
W (34824) cellular: ec800m process status=10
W (34829) cellular: ec800m process status=10
W (34834) cellular: ec800m process status=10
W (34839) cellular: ec800m process status=10
W (34844) cellular: ec800m process status=10
W (34849) cellular: ec800m process status=10
W (34854) cellular: ec800m process status=10
W (34859) cellular: ec800m process status=10
W (34864) cellular: ec800m process status=10
W (34869) cellular: ec800m process status=10
W (34874) cellular: ec800m process status=10
W (34879) cellular: ec800m process status=10
W (34884) cellular: ec800m process status=10
W (34889) cellular: ec800m process status=10
W (34894) cellular: ec800m process status=10
W (34899) cellular: ec800m process status=10
W (34904) cellular: ec800m process status=10
W (34909) cellular: ec800m process status=10
W (34914) cellular: ec800m process status=10
W (34919) cellular: ec800m process status=10
W (34924) cellular: ec800m process status=10
W (34929) cellular: ec800m process status=10
W (34934) cellular: ec800m process status=10
W (34939) cellular: ec800m process status=10
W (34944) cellular: ec800m process status=10
W (34949) cellular: ec800m process status=10
W (34954) cellular: ec800m process status=10
W (34959) cellular: ec800m process status=10
W (34964) cellular: ec800m process status=10
W (34969) cellular: ec800m process status=10
W (34974) cellular: ec800m process status=10
W (34979) cellular: ec800m process status=10
W (34984) cellular: ec800m process status=10
W (34989) cellular: ec800m process status=10
W (34994) cellular: ec800m process status=10
W (34999) cellular: ec800m process status=10
W (35004) cellular: ec800m process status=10
W (35009) cellular: ec800m process status=10
W (35014) cellular: ec800m process status=10
W (35019) cellular: ec800m process status=10
W (35024) cellular: ec800m process status=10
W (35029) cellular: ec800m process status=10
W (35034) cellular: ec800m process status=10
W (35039) cellular: ec800m process status=10
W (35044) cellular: ec800m process status=10
W (35049) cellular: ec800m process status=10
W (35054) cellular: ec800m process status=10
W (35059) cellular: ec800m process status=10
W (35064) cellular: ec800m process status=10
W (35069) cellular: ec800m process status=10
W (35074) cellular: ec800m process status=10
W (35079) cellular: ec800m process status=10
W (35084) cellular: ec800m process status=10
W (35089) cellular: ec800m process status=10
W (35094) cellular: ec800m process status=10
W (35099) cellular: ec800m process status=10
W (35104) cellular: ec800m process status=10
W (35109) cellular: ec800m process status=10
W (35114) cellular: ec800m process status=10
W (35119) cellular: ec800m process status=10
W (35124) cellular: ec800m process status=10
W (35129) cellular: ec800m process status=10
W (35134) cellular: ec800m process status=10
W (35139) cellular: ec800m process status=10
W (35144) cellular: ec800m process status=10
W (35149) cellular: ec800m process status=10
W (35154) cellular: ec800m process status=10
W (35159) cellular: ec800m process status=10
W (35164) cellular: ec800m process status=10
W (35169) cellular: ec800m process status=10
W (35174) cellular: ec800m process status=10
W (35179) cellular: ec800m process status=10
W (35184) cellular: ec800m process status=10
W (35189) cellular: ec800m process status=10
W (35194) cellular: ec800m process status=10
W (35199) cellular: ec800m process status=10
W (35204) cellular: ec800m process status=10
W (35209) cellular: ec800m process status=10
W (35214) cellular: ec800m process status=10
W (35219) cellular: ec800m process status=10
W (35224) cellular: ec800m process status=10
W (35229) cellular: ec800m process status=10
W (35234) cellular: ec800m process status=10
W (35239) cellular: ec800m process status=10
W (35244) cellular: ec800m process status=10
W (35249) cellular: ec800m process status=10
W (35254) cellular: ec800m process status=10
W (35259) cellular: ec800m process status=10
W (35264) cellular: ec800m process status=10
W (35269) cellular: ec800m process status=10
W (35274) cellular: ec800m process status=10
W (35279) cellular: ec800m process status=10
W (35284) cellular: ec800m process status=10
W (35289) cellular: ec800m process status=10
W (35294) cellular: ec800m process status=10
W (35299) cellular: ec800m process status=10
W (35304) cellular: ec800m process status=10
W (35309) cellular: ec800m process status=10
W (35314) cellular: ec800m process status=10
W (35319) cellular: ec800m process status=10
W (35324) cellular: ec800m process status=10
W (35329) cellular: ec800m process status=10
W (35334) cellular: ec800m process status=10
W (35339) cellular: ec800m process status=10
W (35344) cellular: ec800m process status=10
W (35349) cellular: ec800m process status=10
W (35354) cellular: ec800m process status=10
W (35359) cellular: ec800m process status=10
W (35364) cellular: ec800m process status=10
W (35369) cellular: ec800m process status=10
W (35374) cellular: ec800m process status=10
W (35379) cellular: ec800m process status=10
W (35384) cellular: ec800m process status=10
W (35389) cellular: ec800m process status=10
W (35394) cellular: ec800m process status=10
W (35399) cellular: ec800m process status=10
W (35404) cellular: ec800m process status=10
W (35409) cellular: ec800m process status=10
W (35414) cellular: ec800m process status=10
W (35419) cellular: ec800m process status=10
W (35424) cellular: ec800m process status=10
W (35429) cellular: ec800m process status=10
W (35434) cellular: ec800m process status=10
W (35439) cellular: ec800m process status=10
W (35444) cellular: ec800m process status=10
W (35449) cellular: ec800m process status=10
W (35454) cellular: ec800m process status=10
W (35459) cellular: ec800m process status=10
W (35464) cellular: ec800m process status=10
W (35469) cellular: ec800m process status=10
W (35474) cellular: ec800m process status=10
W (35479) cellular: ec800m process status=10
W (35484) cellular: ec800m process status=10
W (35489) cellular: ec800m process status=10
W (35494) cellular: ec800m process status=10
W (35499) cellular: ec800m process status=10
W (35504) cellular: ec800m process status=10
W (35509) cellular: ec800m process status=10
W (35514) cellular: ec800m process status=10
W (35519) cellular: ec800m process status=10
W (35524) cellular: ec800m process status=10
W (35529) cellular: ec800m process status=10
W (35534) cellular: ec800m process status=10
W (35539) cellular: ec800m process status=10
W (35544) cellular: ec800m process status=10
W (35549) cellular: ec800m process status=10
W (35554) cellular: ec800m process status=10
W (35559) cellular: ec800m process status=10
W (35564) cellular: ec800m process status=10
W (35569) cellular: ec800m process status=10
W (35574) cellular: ec800m process status=10
W (35579) cellular: ec800m process status=10
W (35584) cellular: ec800m process status=10
W (35589) cellular: ec800m process status=10
W (35594) cellular: ec800m process status=10
W (35599) cellular: ec800m process status=10
W (35604) cellular: ec800m process status=10
W (35609) cellular: ec800m process status=10
W (35614) cellular: ec800m process status=10
W (35619) cellular: ec800m process status=10
W (35624) cellular: ec800m process status=10
W (35629) cellular: ec800m process status=10
W (35634) cellular: ec800m process status=10
W (35639) cellular: ec800m process status=10
W (35644) cellular: ec800m process status=10
W (35649) cellular: ec800m process status=10
W (35654) cellular: ec800m process status=10
W (35659) cellular: ec800m process status=10
W (35664) cellular: ec800m process status=10
W (35669) cellular: ec800m process status=10
W (35674) cellular: ec800m process status=10
W (35679) cellular: ec800m process status=10
W (35684) cellular: ec800m process status=10
W (35689) cellular: ec800m process status=10
W (35694) cellular: ec800m process status=10
W (35699) cellular: ec800m process status=10
W (35704) cellular: ec800m process status=10
W (35709) cellular: ec800m process status=10
W (35714) cellular: ec800m process status=10
W (35719) cellular: ec800m process status=10
W (35724) cellular: ec800m process status=10
W (35729) cellular: ec800m process status=10
W (35734) cellular: ec800m process status=10
W (35739) cellular: ec800m process status=10
W (35744) cellular: ec800m process status=10
W (35749) cellular: ec800m process status=10
W (35754) cellular: ec800m process status=10
W (35759) cellular: ec800m process status=10
W (35764) cellular: ec800m process status=10
W (35769) cellular: ec800m process status=10
W (35774) cellular: ec800m process status=10
W (35779) cellular: ec800m process status=10
W (35784) cellular: ec800m process status=10
W (35789) cellular: ec800m process status=10
W (35794) cellular: ec800m process status=10
W (35799) cellular: ec800m process status=10
W (35804) cellular: ec800m process status=10
W (35809) cellular: ec800m process status=10
W (35814) cellular: ec800m process status=10
W (35819) cellular: ec800m process status=10
W (35824) cellular: ec800m process status=10
W (35829) cellular: ec800m process status=10
W (35834) cellular: ec800m process status=10
W (35839) cellular: ec800m process status=10
W (35844) cellular: ec800m process status=10
W (35849) cellular: ec800m process status=10
W (35854) cellular: ec800m process status=10
W (35859) cellular: ec800m process status=10
W (35864) cellular: ec800m process status=10
W (35869) cellular: ec800m process status=10
W (35874) cellular: ec800m process status=10
W (35879) cellular: ec800m process status=10
W (35884) cellular: ec800m process status=10
W (35889) cellular: ec800m process status=10
W (35894) cellular: ec800m process status=10
W (35899) cellular: ec800m process status=10
W (35904) cellular: ec800m process status=10
W (35909) cellular: ec800m process status=10
W (35914) cellular: ec800m process status=10
W (35919) cellular: ec800m process status=10
W (35924) cellular: ec800m process status=10
W (35929) cellular: ec800m process status=10
W (35934) cellular: ec800m process status=10
W (35939) cellular: ec800m process status=10
W (35944) cellular: ec800m process status=10
W (35949) cellular: ec800m process status=10
W (35954) cellular: ec800m process status=10
W (35959) cellular: ec800m process status=10
W (35964) cellular: ec800m process status=10
W (35969) cellular: ec800m process status=10
W (35974) cellular: ec800m process status=10
W (35979) cellular: ec800m process status=10
W (35984) cellular: ec800m process status=10
W (35989) cellular: ec800m process status=10
W (35994) cellular: ec800m process status=10
W (35999) cellular: ec800m process status=10
W (36004) cellular: ec800m process status=10
W (36009) cellular: ec800m process status=10
W (36014) cellular: ec800m process status=10
W (36019) cellular: ec800m process status=10
W (36024) cellular: ec800m process status=10
W (36029) cellular: ec800m process status=10
W (36034) cellular: ec800m process status=10
W (36039) cellular: ec800m process status=10
W (36044) cellular: ec800m process status=10
W (36049) cellular: ec800m process status=10
W (36054) cellular: ec800m process status=10
W (36059) cellular: ec800m process status=10
W (36064) cellular: ec800m process status=10
W (36069) cellular: ec800m process status=10
W (36074) cellular: ec800m process status=10
W (36079) cellular: ec800m process status=10
W (36084) cellular: ec800m process status=10
W (36089) cellular: ec800m process status=10
W (36094) cellular: ec800m process status=10
W (36099) cellular: ec800m process status=10
W (36104) cellular: ec800m process status=10
W (36109) cellular: ec800m process status=10
W (36114) cellular: ec800m process status=10
W (36119) cellular: ec800m process status=10
W (36124) cellular: ec800m process status=10
W (36129) cellular: ec800m process status=10
W (36134) cellular: ec800m process status=10
W (36139) cellular: ec800m process status=10
W (36144) cellular: ec800m process status=10
W (36149) cellular: ec800m process status=10
W (36154) cellular: ec800m process status=10
W (36159) cellular: ec800m process status=10
W (36164) cellular: ec800m process status=10
W (36169) cellular: ec800m process status=10
W (36174) cellular: ec800m process status=10
W (36179) cellular: ec800m process status=10
W (36184) cellular: ec800m process status=10
W (36189) cellular: ec800m process status=10
W (36194) cellular: ec800m process status=10
W (36199) cellular: ec800m process status=10
W (36204) cellular: ec800m process status=10
W (36209) cellular: ec800m process status=10
W (36214) cellular: ec800m process status=10
W (36219) cellular: ec800m process status=10
W (36224) cellular: ec800m process status=10
W (36229) cellular: ec800m process status=10
W (36234) cellular: ec800m process status=10
W (36239) cellular: ec800m process status=10
W (36244) cellular: ec800m process status=10
W (36249) cellular: ec800m process status=10
W (36254) cellular: ec800m process status=10
W (36259) cellular: ec800m process status=10
W (36264) cellular: ec800m process status=10
W (36269) cellular: ec800m process status=10
W (36274) cellular: ec800m process status=10
W (36279) cellular: ec800m process status=10
W (36284) cellular: ec800m process status=10
W (36289) cellular: ec800m process status=10
W (36294) cellular: ec800m process status=10
W (36299) cellular: ec800m process status=10
W (36304) cellular: ec800m process status=10
W (36309) cellular: ec800m process status=10
W (36314) cellular: ec800m process status=10
W (36319) cellular: ec800m process status=10
W (36324) cellular: ec800m process status=10
W (36329) cellular: ec800m process status=10
W (36334) cellular: ec800m process status=10
W (36339) cellular: ec800m process status=10
W (36344) cellular: ec800m process status=10
W (36349) cellular: ec800m process status=10
W (36354) cellular: ec800m process status=10
W (36359) cellular: ec800m process status=10
W (36364) cellular: ec800m process status=10
W (36369) cellular: ec800m process status=10
W (36374) cellular: ec800m process status=10
W (36379) cellular: ec800m process status=10
W (36384) cellular: ec800m process status=10
W (36389) cellular: ec800m process status=10
W (36394) cellular: ec800m process status=10
W (36399) cellular: ec800m process status=10
W (36404) cellular: ec800m process status=10
W (36409) cellular: ec800m process status=10
W (36414) cellular: ec800m process status=10
W (36419) cellular: ec800m process status=10
W (36424) cellular: ec800m process status=10
W (36429) cellular: ec800m process status=10
W (36434) cellular: ec800m process status=10
W (36439) cellular: ec800m process status=10
W (36444) cellular: ec800m process status=10
W (36449) cellular: ec800m process status=10
W (36454) cellular: ec800m process status=10
W (36459) cellular: ec800m process status=10
W (36464) cellular: ec800m process status=10
W (36469) cellular: ec800m process status=10
W (36474) cellular: ec800m process status=10
W (36479) cellular: ec800m process status=10
W (36484) cellular: ec800m process status=10
W (36489) cellular: ec800m process status=10
W (36494) cellular: ec800m process status=10
W (36499) cellular: ec800m process status=10
W (36504) cellular: ec800m process status=10
W (36509) cellular: ec800m process status=10
W (36514) cellular: ec800m process status=10
W (36519) cellular: ec800m process status=10
W (36524) cellular: ec800m process status=10
W (36529) cellular: ec800m process status=10
W (36534) cellular: ec800m process status=10
W (36539) cellular: ec800m process status=10
W (36544) cellular: ec800m process status=10
W (36549) cellular: ec800m process status=10
W (36554) cellular: ec800m process status=10
W (36559) cellular: ec800m process status=10
W (36564) cellular: ec800m process status=10
W (36569) cellular: ec800m process status=10
W (36574) cellular: ec800m process status=10
W (36579) cellular: ec800m process status=10
W (36584) cellular: ec800m process status=10
